,offer_id,comparison_new,brand,matches
48453,29710417-749c-4493-8862-3fc77c8d290a,ellesse petrol rolla cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
48591,0d1e4eab-fd59-48f8-96a8-32a1de2cdb7a,ellesse schwarz sarentino jog pants jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
48665,2d7ac5d7-3856-4733-86a7-449bbe74a86a,ellesse beige vonta beanie unisex mütze,ellesse,"[('ellesse beige   beige mütze', 95), ('ellesse weiß   weiß sneaker', 86)]"
48710,b5455039-bee1-4f7d-ae51-8349aa6bb9d8,ellesse schwarz bronzola running short kurze sporthose,ellesse,"[('ellesse schwarz   weiß   schwarz sporthose', 88), ('ellesse weiß   weiß sneaker', 86)]"
48716,2fa506ca-340d-4810-ab0e-374cb0fec8ea,ellesse schwarz mornalo sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
48752,4dfbd478-52b2-4834-9e30-86365d05dbf4,ellesse anthrazit avel tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
48793,381a25e2-9db9-4c4e-b831-a27b974a096a,ellesse oliv silvan shorts jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
48797,857f92d6-d1d5-42d4-97c2-b59d021ee35d,ellesse dunkelblau nasello badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
48798,ae3baf17-d3a2-4ff0-b66e-4556069380e1,ellesse dunkelblau isobel sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
48875,2e11e4bc-bd15-4673-927e-1a8da48d3d74,ellesse blau velly pom pom beanie unisex mütze,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
48988,14539e6f-d9a6-4c63-a0c1-37cd4c6049e7,ellesse dunkelblau jena t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49116,35cf35c1-41a9-418d-a3e7-31d3af4e58ef,ellesse schwarz fadalto badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49186,e7b940e5-4f58-4684-b14f-1d27d2b3c12d,ellesse dunkelrot hollie langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49189,01e8d856-6a1f-43d6-92d5-df22d9d8ecb4,ellesse royal haaland top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49233,b1362358-a179-4217-80c3-f3737e74d950,ellesse dunkelblau montell t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
49272,8e0c9d4b-b443-4ae9-9fc1-26053e131208,ellesse rosa torices sweatshirt kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
49472,d9b6048d-6765-4e35-b269-08a3a32848dd,ellesse hellgrau apocalisse windrunner trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
49487,72413d6c-3bcc-47bd-a503-d1c32b44e35d,ellesse grau eliano t shirt print,ellesse,"[('ellesse grau   grau shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
49564,97d0937e-f954-4c5e-a6d3-51a90ebe9dde,ellesse grau livine badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49600,788f6704-da33-4d38-aa03-5642faecc475,ellesse schwarz freddia langarmshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49704,36a51cd9-c45b-4c81-91a6-e5623e7da74a,ellesse dunkelblau altus tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
49718,ed09cf7d-5345-4707-8baa-aed858217260,ellesse schwarz iverto t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
49767,1584b52d-f1b9-43b0-8b0b-fa54e7797fbd,ellesse blau camrino tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
49812,56c2f494-9754-46fe-8d25-75f3d8ef5983,ellesse blau inglese oh hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
49819,3dc64fa3-7dcd-45ef-8afd-0520b6cdfe2a,ellesse schwarz corbina unisex cap,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49839,86c1f959-ac8f-4ea9-a47f-45a3f3fd3f0b,ellesse schwarz dulli drawstring bag unisex sporttasche,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
49844,fecd0ce1-5233-4d50-b77f-2b501a63c87d,ellesse schwarz yora sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
49872,54e8d612-50be-4066-9a64-8fabbb7c0211,ellesse schwarz dewi badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
49888,8673cb6d-f970-40b5-9caa-d69aae2c1aa0,ellesse schwarz hali fashion trunks 3 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
49949,475d7d46-fefd-43c1-a409-35cb7e3e3ed0,ellesse schwarz mazo sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
49962,2e7ee36b-60a4-4111-b1ec-16337d108c0c,ellesse pink cielo swim badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
50049,d2f83eab-f36e-4324-9951-9facf0f93a58,ellesse schwarz simo cross body bag unisex gürteltasche,ellesse,"[('ellesse schwarz   weiß   schwarz gürteltasche  simo ', 89), ('ellesse weiß   weiß sneaker', 86)]"
50238,1cf67849-f592-4adf-ae18-72523850a251,ellesse mehrfarbig jotna backpack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
50282,c733df27-43a6-4f17-81c1-6d41f9e010e2,ellesse pink nolena hoodie sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
50369,cb170fd4-d105-4703-979c-97b8b38cbcaf,ellesse lila kaytee flared jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
50388,461bb5bb-57fd-4702-b95e-7324caadcfff,ellesse beige asali cropped unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
50441,883cb817-2531-411a-a160-4e8eb76c5e4b,ellesse petrol half zip hoody unisex kapuzenpullover,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
50502,35ec282f-0608-4b8c-a3a2-ee8e5d05ebdf,ellesse schwarz suzina leggings   hosen shorts,ellesse,"[('ellesse schwarz   weiß   schwarz shorts', 87), ('ellesse weiß   weiß sneaker', 86)]"
50547,a9b00938-340d-486a-b6b5-c431c5e176a6,ellesse offwhite leol padded jacket winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
50584,0d5c26c5-46fb-46ef-82fb-eb728a8e07b7,ellesse mehrfarbig fred swim  badeshorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
50597,82965bee-9460-4576-89ea-6cc7c4ab5aa1,ellesse schwarz toli funktionsshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
50631,36518abf-79ff-4fab-a8eb-86e058cf6ace,ellesse weiß intrinsic dress sportkleid,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
50637,f44a4a3d-bb80-4537-96bf-cda146531b18,ellesse schwarz jyn tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
50653,9e62cf13-3fc7-414f-bb80-78ebf7c90e0e,ellesse dunkelblau mali track trainingsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
50724,51e98273-3592-4756-8a36-2e1c6bdadfa3,ellesse neongelb preselle sport bh mit mittlerer stützkraft,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
50868,0eed296a-98e4-4afb-8511-4ba0e79dc3a0,ellesse grau meliert succiso sweatshirt,ellesse,"[('ellesse grau   grau sweatshirt', 95), ('ellesse weiß   weiß sneaker', 86)]"
50875,1a707b8b-403b-4086-9747-b6603afdf5fe,ellesse weiß fantucci tee t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
50899,01624cfb-15c2-4593-ba72-ce0b925a6c1c,ellesse schwarz tagla backpack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
51008,52fb7647-1b62-4452-b010-4eca6a692532,ellesse weiß halina pom pom beanie unisex mütze,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
51019,f96305b7-efad-4edd-ad78-359bf4a36943,ellesse weiß digittee t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
51194,e67a2820-252c-46be-8736-b510a69d3bf5,ellesse weiß pullo socks 3 pack  socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
51260,b46cbd0a-b3a8-4b22-b75f-c9709dd03413,ellesse pink belina belt gürtel,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51269,22db4212-5484-4781-82cf-b51726c9e377,ellesse dunkelblau dalvi track pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
51290,15c1a8bc-2f93-4b8f-b38e-f65539965c8b,ellesse lila danica leggings   hosen,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51295,92fe2daf-343d-4d4b-b11f-5bb26f8e9c03,ellesse weiß pinupo tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51356,16b7fd63-77a6-4600-ab43-f9d29f3d445a,ellesse schwarz lasli swim badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51572,3ba201ce-37e0-44fc-9103-e3a27a559b3b,ellesse orange frecco t shirt basic,ellesse,"[('ellesse weiß   orange   weiß t shirt', 87), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
51641,e9efbe1a-7ee2-457c-a8fb-f948a54529bd,ellesse dunkelblau ethan pyjama,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51681,3ffdaabd-2177-4be6-ac4c-bd304c6848f2,ellesse schwarz amber kapuzenpullover sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
51753,401d506a-a9ea-4e48-982f-f3761f9e3459,ellesse blau zuppio jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51816,b82ded8d-0d54-4216-91f9-bba0d69458cc,ellesse weiß kilyo tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51826,0aa6c4f3-0262-470f-b0d7-acfe84e5fb70,ellesse orange teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51868,53f23f35-7c05-4fda-8a0c-20249ba57f46,ellesse pink razor baby unisex t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
51882,183b74a5-c864-454e-ba10-4ed47ad51773,ellesse schwarz valentina übergangsjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
51898,10908e27-a91e-4db1-b94a-dc98f199bc0e,ellesse mehrfarbig nurra fashion trunks 5 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
51914,a46c7d24-fcbc-45ee-8ba5-5b95ed6cda6c,ellesse dunkelblau mont windbreaker,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
51958,c5fa1fc0-b4b4-4edf-ae67-440a4cfaa93f,ellesse schwarz nurra fashion trunks 5 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
52050,f9059863-51e3-484e-a8ae-bc2f414cc7c9,ellesse weiß halle tee t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
52107,fec0a15d-4ddd-4bbe-9954-c3877a02c6bc,ellesse schwarz isobel sweatshirt kapuzenpullover,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
52257,52ae550c-a578-4fa0-9667-cef80d0ee590,ellesse dunkelblau filip t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
52289,2c1a3ac6-dc07-4443-942d-792e2c5f0c4c,ellesse mehrfarbig jorna visor set cap,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
52341,4c756d36-6bab-45e2-a34a-e114ce9dd511,ellesse grau noreo sweatshirt kapuzenpullover,ellesse,"[('ellesse grau   grau sweatshirt  noreo ', 95), ('ellesse weiß   weiß sneaker', 86)]"
52445,fafdb7ad-8dbf-4b3c-9073-b67ace5b44d3,ellesse weiß pullo socks 3 pack unisex socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
52463,62129169-7cfd-4cf4-9cd5-b06a080265ef,ellesse schwarz prela padded jacket winterjacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
52515,635bea62-4ca4-49cb-b479-4804a60e6704,ellesse dunkelblau simoni robe bademantel,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
52538,a7c9a3c5-7256-4561-9788-470d5d60128c,ellesse schwarz lorano 5 pack panties,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
52551,8a661f9c-0f35-4de8-b8c8-6ffae67c603f,ellesse schwarz parmo 2 pack panties,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
52568,24721068-3ff1-4dd3-b549-0f4337a4c976,ellesse schwarz meenia 5 pack string,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
52589,0acc9c5d-ea07-4596-85d4-01fdfa63130a,ellesse schwarz lorano fashion trunks 3 pack panties,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
52716,1313259a-baa8-48fe-805c-2b785b1947c0,ellesse schwarz ombrono t shirt print,ellesse,"[('ellesse schwarz   weiß   schwarz t shirt', 87), ('ellesse schwarz   weiß   schwarz t shirt', 87)]"
52764,57475968-5f73-4e8b-a775-67e4b90bf40a,ellesse flieder izzia set bikini,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
52791,ef9bdaf5-454f-4788-bd67-31727b840454,ellesse grau meliert sharla top funktionsshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
52826,ba3a48fb-df78-4fb3-a68f-dd19c994830f,ellesse schwarz realla leggings   hosen,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
52890,449da1f2-5dca-448e-a378-cedd571abccd,ellesse schwarz marula jog suit jogginghose sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
52932,49be991e-67ba-40ec-920a-495658ac951e,ellesse schwarz halina pom pom beanie unisex mütze,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
52966,f2115076-ca9a-44e3-9de4-b5d68a8119a6,ellesse schwarz borlia bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53023,244947d6-9b0e-4236-8455-cfa536783219,ellesse schwarz terrio jog pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53098,94c40dd0-fa30-4476-af6d-2ff6f1892e97,ellesse schwarz ragusa junior unisex cap,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53137,c4b9af14-d452-4559-af64-f9ea5260ad52,ellesse dunkelrot vanetti tee funktionsshirt t shirt print,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
53197,ea25e5fd-d721-4367-bf09-7ea41c163d14,ellesse bordeaux kaytee flared jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53198,ebf0718f-59f7-46b8-bba2-3516db330500,ellesse gelb vediamo  shorts jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53210,20169d50-17a1-4dc8-a685-e897d9970834,ellesse dunkelblau salone pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53235,b7679e88-a3a1-4901-a6e8-3ac85536e0f2,ellesse mint edeni hoody unisex kapuzenpullover langarmshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   schwarz t shirt', 86)]"
53391,e8f9f0c5-5aa5-4389-9351-464a2ad74268,ellesse schwarz tracio backpack unisex tagesrucksack,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
53415,d8633f8b-2909-4b24-aef8-5a55db16f8c0,ellesse hellgrau oliza tights,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53435,53e6cb5e-090a-4091-b2ba-6a0da0bb9088,ellesse schwarz agata sweatshirt,ellesse,"[('ellesse schwarz   weiß   schwarz sweatshirt', 88), ('ellesse schwarz   weiß   schwarz sweatshirt', 88)]"
53459,3179715c-0c99-4776-a981-3a9b98f2d304,ellesse flieder jolie top,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53493,d1a6f2eb-27c2-4fdf-b148-8cd130de569e,ellesse schwarz pemadula leggings   hosen,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53539,6b5d8311-7027-45eb-b083-4cb369cc8a1c,ellesse offwhite berala unisex fleecejacke,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53574,19ae709d-9996-40b5-8a14-fdc9e89a24b0,ellesse grau meliert cana jogginghose,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53716,61d3f2b7-eb68-4b54-ab19-4d8d9c7f326c,ellesse dunkelblau disantro badeshorts,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53730,73392464-b5e5-4cae-9026-5d268115cf2e,ellesse weiß romuno unisex 6 pack socken,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53733,6a2391e3-2241-4e68-949a-ce4f8d2933ff,ellesse weiß archivium sneaker low,ellesse,"[('ellesse weiß   weiß sneaker', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53762,fbdd9949-dc9a-42d9-a0d2-e9ee5e92b8ca,ellesse goldfarben total ball short tights,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53792,575c0aca-7340-43f3-8f8d-711c8cd37e69,ellesse weiß colo t shirt print,ellesse,"[('ellesse weiß   weiß shirt', 95), ('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86)]"
53814,934c96e7-619d-438a-81b8-cf3e3db077e8,ellesse dunkelrot binks freizeitkleid,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53883,68dd4cf3-fb03-43b1-abd4-9886965728fe,ellesse rosa giovanna winterjacke,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53889,8e0901d7-9460-43ef-896e-05851a6b864b,ellesse schwarz danko unisex umhängetasche,ellesse,"[('ellesse schwarz   weiß   schwarz umhängetasche', 88), ('ellesse weiß   weiß sneaker', 86)]"
53907,9202bc0e-9fed-4e8d-847f-970bc21238ce,ellesse schwarz teynor badeshorts,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
53934,dd6df54c-a249-4c2d-b54b-119613e5ea07,ellesse cognac nascosto track pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse nude   beige sneaker', 86)]"
53954,368c43a7-3ed0-4095-a21d-3930a1fd5d9d,ellesse pink lorenzo bucket hat unisex hut,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
53979,01bb3460-07dc-4b9b-86f1-bfe5d753ab7f,ellesse dunkelgrau meliert yonvest jog pant jogginghose,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
54037,ee250fb0-f4c9-4c4a-9f43-05506b6fb77a,ellesse schwarz skilerio jacket windbreaker,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse schwarz   weiß   grenadine   mandarine   schwarz sweatshirt', 86)]"
54060,5622fbe5-3da9-493b-8c16-8d7b0d358cf2,ellesse weiß serinatas sweatjacke,ellesse,"[('ellesse dunkelgrau   grau sweatjacke  serinatas ', 88), ('ellesse rosa   pink sweatjacke  serinatas ', 88)]"
54099,6d834280-fc8b-4b66-b132-576895c74c95,ellesse dunkelblau t shirt print,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
54230,d6728cde-b094-4960-b054-92dcf0b6d2f3,ellesse pink siobhen sweatshirt,ellesse,"[('ellesse weiß   dunkelblau   orange   weiß sportshirt  selvettet ', 86), ('ellesse weiß   himmelblau   mandarine   weiß t shirt   fantucci ', 86)]"
54239,6a984f40-74d4-4a5f-92d8-b3f6d5e966fc,ellesse weiß dahryl oh hoody kapuzenpullover sweatshirt,ellesse,"[('ellesse weiß   weiß sneaker', 86), ('ellesse burgunder   lila tasche', 86)]"
